name,description,latitude,longitude,state,image_url,type
Watervliet Arsenal,Watervliet ArsenalMore images,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Official_U.S._Army_Watervliet_Arsenal_unit_insignia.png/330px-Official_U.S._Army_Watervliet_Arsenal_unit_insignia.png,manmade
Elkanah Watson House,Elkanah Watson HouseMore images,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Elkanah_Watson_House%2C_Port_Kent%2C_NY.jpg/330px-Elkanah_Watson_House%2C_Port_Kent%2C_NY.jpg,manmade
West Point Foundry Archeological Site,Upload image,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Locomotive_engineering_-_a_practical_journal_of_railway_motive_power_and_rolling_stock_%281897%29_%2814574929808%29.jpg/330px-Locomotive_engineering_-_a_practical_journal_of_railway_motive_power_and_rolling_stock_%281897%29_%2814574929808%29.jpg,manmade
Willard Memorial Chapel-Welch Memorial Hall,Willard Memorial Chapel-Welch Memorial HallMore images,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/WillardChapel.JPG/330px-WillardChapel.JPG,manmade
Winged Foot Golf Club,Winged Foot Golf Club,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Winged_Foot_Golf_Club_main_entrance.jpg/330px-Winged_Foot_Golf_Club_main_entrance.jpg,manmade
Jethro Wood House,Jethro Wood HouseMore images,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/JethroWoodHouse2.jpg/330px-JethroWoodHouse2.jpg,manmade
Woodchuck Lodge,Woodchuck Lodge,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/John_Burrough_Boyhood_rock.jpg/330px-John_Burrough_Boyhood_rock.jpg,manmade
Yaddo,YaddoMore images,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/The_Mansion_at_Yaddo_%28ca._1905%29_%28cropped%29.jpg/330px-The_Mansion_at_Yaddo_%28ca._1905%29_%28cropped%29.jpg,manmade
Castle Clinton National Monument,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Habs_castle_clinton.jpg/330px-Habs_castle_clinton.jpg,manmade
Statue of Liberty National Monument,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Liberty_and_Ellis_Island.jpg/330px-Liberty_and_Ellis_Island.jpg,manmade
Saratoga National Historical Park,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Saratoga_National_Historical_Park_entrance_sign%2C_New_York.jpg/330px-Saratoga_National_Historical_Park_entrance_sign%2C_New_York.jpg,manmade
Women's Rights National Historical Park,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/WesleyanChapel.JPG/330px-WesleyanChapel.JPG,manmade
Eleanor Roosevelt National Historic Site,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Stone_Cottage_Val-Kill_NY1.jpg/330px-Stone_Cottage_Val-Kill_NY1.jpg,manmade
Home of Franklin D. Roosevelt National Historic Site,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/East_facade_of_the_President%27s_house%2C_Home_of_Franklin_D._Roosevelt_National_Historic_Site_%28edited%29.jpg/330px-East_facade_of_the_President%27s_house%2C_Home_of_Franklin_D._Roosevelt_National_Historic_Site_%28edited%29.jpg,manmade
Sagamore Hill National Historic Site,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Sagamore_Hill.jpg/330px-Sagamore_Hill.jpg,manmade
Saint Paul's Church National Historic Site,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Saint_Paul%27s_Church_National_Historic_Site.jpg/330px-Saint_Paul%27s_Church_National_Historic_Site.jpg,manmade
Theodore Roosevelt Birthplace National Historic Site,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Theodore_Roosevelt_Birthplace_from_west.jpg/330px-Theodore_Roosevelt_Birthplace_from_west.jpg,manmade
Theodore Roosevelt Inaugural National Historic Site,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Theodore_Roosevelt_Inaugural_National_Historic_Site.jpg/330px-Theodore_Roosevelt_Inaugural_National_Historic_Site.jpg,manmade
Vanderbilt Mansion National Historic Site,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Vanderbilt_Mansion_-_IMG_7939.JPG/330px-Vanderbilt_Mansion_-_IMG_7939.JPG,manmade
Federal Hall National Memorial,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Federal_Hall_%2848126566178%29.jpg/330px-Federal_Hall_%2848126566178%29.jpg,manmade
General Grant National Memorial,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/General_Grant_National_Memorial_New_York_November_2016_003.jpg/330px-General_Grant_National_Memorial_New_York_November_2016_003.jpg,manmade
USSEdson(DD-946),,,,New York,,manmade
Fir(Coast Guard cutter),,,,New York,,manmade
Nantucket(lightship),,,,New York,,manmade
Edwin H. Armstrong House,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/EdwinHArmstrongHouse_c1975.jpg/330px-EdwinHArmstrongHouse_c1975.jpg,manmade
Old Blenheim Bridge,,,,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/BlenheimBridge_HAER_cropped.jpg/330px-BlenheimBridge_HAER_cropped.jpg,manmade
69th Regiment Armory,69th Regiment ArmoryMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/69th_Regiment_Armory_%2851710072774%29.jpg/330px-69th_Regiment_Armory_%2851710072774%29.jpg,manmade
Admiral David Glasgow Farragut Gravesite,Admiral David Glasgow Farragut Gravesite,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Admiral_David_Farragut_Monument_1024.jpg/330px-Admiral_David_Farragut_Monument_1024.jpg,manmade
African Burial Ground,African Burial GroundMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/African_Burial_Ground.jpg/330px-African_Burial_Ground.jpg,manmade
Ambrose (lightship),Ambrose (lightship)More images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/WTM_tony_0114.jpg/330px-WTM_tony_0114.jpg,manmade
American Stock Exchange,American Stock ExchangeMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/AMEX.JPG/330px-AMEX.JPG,manmade
Louis Armstrong House,Louis Armstrong HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Louis_Armstrong_House_02_%28cropped%29.jpg/330px-Louis_Armstrong_House_02_%28cropped%29.jpg,manmade
Chester A. Arthur House,Chester A. Arthur HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Chester_A._Arthur_home.jpg/330px-Chester_A._Arthur_home.jpg,manmade
Alice Austen House,Alice Austen HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Clear_Comfort_01.jpg/330px-Clear_Comfort_01.jpg,manmade
Bartow–Pell Mansion,Bartow–Pell MansionMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Bartow-pell-mansion.jpg/330px-Bartow-pell-mansion.jpg,manmade
Bayard-Condict Building,Bayard-Condict BuildingMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/SullivanNY1.jpg/330px-SullivanNY1.jpg,manmade
Bell Laboratories Building,Bell Laboratories BuildingMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Westbeth_Complex_vc.jpg/330px-Westbeth_Complex_vc.jpg,manmade
Brooklyn Bridge,Brooklyn BridgeMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Brooklyn_Bridge_Manhattan.jpg/330px-Brooklyn_Bridge_Manhattan.jpg,manmade
Brooklyn Heights Historic District,Brooklyn Heights Historic DistrictMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Brooklyn_Heights_Townhouses.jpg/330px-Brooklyn_Heights_Townhouses.jpg,manmade
Center for Brooklyn History,Center for Brooklyn HistoryMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Brooklyn_Historical_Society_building.jpg/330px-Brooklyn_Historical_Society_building.jpg,manmade
Ralph Johnson Bunche House,Ralph Johnson Bunche HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Ralph-johnson-bunch-house.jpg/330px-Ralph-johnson-bunch-house.jpg,manmade
Carnegie Hall,Carnegie HallMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Carnegie_Hall_-_Full_%2848155558466%29.jpg/330px-Carnegie_Hall_-_Full_%2848155558466%29.jpg,manmade
Andrew Carnegie Mansion,Andrew Carnegie MansionMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Cooper_Hewitt_%2848059131921%29.jpg/330px-Cooper_Hewitt_%2848059131921%29.jpg,manmade
Central Synagogue,Central SynagogueMore images,,,New York City,,manmade
Chamber of Commerce Building,Chamber of Commerce BuildingMore images,,,New York City,,manmade
Chrysler Building,Chrysler BuildingMore images,,,New York City,,manmade
Church of the Ascension,Church of the AscensionMore images,,,New York City,,manmade
City Hall,City HallMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Musei_Capitolini_20150812.jpg/330px-Musei_Capitolini_20150812.jpg,manmade
Conference House,Conference HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Conference-house-staten-island.jpg/330px-Conference-house-staten-island.jpg,manmade
Will Marion Cook House,Will Marion Cook House,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Marion-cook-house.jpg/330px-Marion-cook-house.jpg,manmade
Cooper Union,Cooper UnionMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/The_Cooper_Union%27s_Foundation_Building_-_North_Side_%2848072759802%29.jpg/330px-The_Cooper_Union%27s_Foundation_Building_-_North_Side_%2848072759802%29.jpg,manmade
Daily News Building,Daily News BuildingMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Daily_News_Building-2.jpg/330px-Daily_News_Building-2.jpg,manmade
Dakota Apartments,Dakota ApartmentsMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/The_Dakota_%2848269594271%29.jpg/330px-The_Dakota_%2848269594271%29.jpg,manmade
Dyckman House,Dyckman HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Dyckman_House_Bwy_cloudy_jeh_crop.jpg/330px-Dyckman_House_Bwy_cloudy_jeh_crop.jpg,manmade
Eldridge Street Synagogue,Eldridge Street SynagogueMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Museum_at_Eldridge_Street_%2852302295706%29.jpg/330px-Museum_at_Eldridge_Street_%2852302295706%29.jpg,manmade
Duke Ellington House,Duke Ellington HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Duke-ellington.jpg/330px-Duke-ellington.jpg,manmade
Empire State Building,Empire State BuildingMore images,,,New York City,,manmade
Equitable Building,Equitable BuildingMore images,,,New York City,,manmade
Hamilton Fish House,Hamilton Fish HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Stuyvesant-Fish_House.jpg/330px-Stuyvesant-Fish_House.jpg,manmade
Flatiron Building,Flatiron BuildingMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Edificio_Fuller_%28Flatiron%29_en_2010_desde_el_Empire_State_crop_boxin.jpg/330px-Edificio_Fuller_%28Flatiron%29_en_2010_desde_el_Empire_State_crop_boxin.jpg,manmade
"Founder's Hall, The Rockefeller University","Founder's Hall, The Rockefeller University",,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Founder%27s_Hall_-_Rockefeller_University_%2851923307414%29.jpg/330px-Founder%27s_Hall_-_Rockefeller_University_%2851923307414%29.jpg,manmade
The Frick Collection and Frick Art Reference Library Building,The Frick Collection and Frick Art Reference Library BuildingMore images,,,New York City,,manmade
Governors Island,Governors IslandMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Governors_Island_from_One_World_Observatory_2017.jpg/330px-Governors_Island_from_One_World_Observatory_2017.jpg,manmade
Grace Church,Grace ChurchMore images,,,New York City,,manmade
Grand Central Terminal,Grand Central TerminalMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Image-Grand_central_Station_Outside_Night_2.jpg/330px-Image-Grand_central_Station_Outside_Night_2.jpg,manmade
Green-Wood Cemetery,Green-Wood CemeteryMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Green-Wood_Cemetery_gate_%2853784p%29_cropped.jpg/330px-Green-Wood_Cemetery_gate_%2853784p%29_cropped.jpg,manmade
Hamilton Grange National Memorial,Hamilton Grange National MemorialMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Hamilton_Grange_National_Memorial_-_Entrance_%2848170424452%29.jpg/330px-Hamilton_Grange_National_Memorial_-_Entrance_%2848170424452%29.jpg,manmade
Solomon R. Guggenheim Museum,Solomon R. Guggenheim MuseumMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/NYC_-_Guggenheim_Museum.jpg/330px-NYC_-_Guggenheim_Museum.jpg,manmade
Henry Street Settlement and Neighborhood Playhouse,Henry Street Settlement and Neighborhood PlayhouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Henry_Street_Settlement_263-267_Henry_Street.jpg/330px-Henry_Street_Settlement_263-267_Henry_Street.jpg,manmade
Matthew Henson Residence,Matthew Henson Residence,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/246-west-150.jpg/330px-246-west-150.jpg,manmade
Hispanic Society of America,Hispanic Society of AmericaMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/HispanicSocietyofAmerica.jpg/330px-HispanicSocietyofAmerica.jpg,manmade
Holland Tunnel,Holland TunnelMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Holland_Tunnel_Eastbound.jpg/330px-Holland_Tunnel_Eastbound.jpg,manmade
USS Intrepid,USS IntrepidMore images,,,New York City,,manmade
James Weldon Johnson Residence,James Weldon Johnson ResidenceMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/James_Weldon_Johnson_Residence_%2852008381487%29.jpg/330px-James_Weldon_Johnson_Residence_%2852008381487%29.jpg,manmade
King Manor,King ManorMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Rufus-king-house.jpg/330px-Rufus-king-house.jpg,manmade
Lettie G. Howard(schooner),Lettie G. Howard(schooner)More images,,,New York City,,manmade
Lorillard Snuff Mill,Lorillard Snuff MillMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Lorillard_Snuff_Mill_in_New_York_Botanical_Garden.jpg/330px-Lorillard_Snuff_Mill_in_New_York_Botanical_Garden.jpg,manmade
Low Memorial Library,Low Memorial LibraryMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Low_Memorial_Library_Columbia_University_College_Walk_Court_Yard_05.jpg/330px-Low_Memorial_Library_Columbia_University_College_Walk_Court_Yard_05.jpg,manmade
R. H. Macy and Company Store (Macy's),R. H. Macy and Company Store (Macy's)More images,,,New York City,,manmade
McGraw-Hill Building,McGraw-Hill BuildingMore images,,,New York City,,manmade
Claude McKay Residence,Claude McKay ResidenceMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Harlem_YMCA_180_West_135th_Street_from_below.jpg/330px-Harlem_YMCA_180_West_135th_Street_from_below.jpg,manmade
Metropolitan Life Insurance Company Tower,Metropolitan Life Insurance Company TowerMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Metropolitan_Life_Insurance_Tower%2C_2024.jpg/330px-Metropolitan_Life_Insurance_Tower%2C_2024.jpg,manmade
Metropolitan Museum of Art,Metropolitan Museum of ArtMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Metropolitan_Museum_of_Art_%28The_Met%29_-_Central_Park%2C_NYC.jpg/330px-Metropolitan_Museum_of_Art_%28The_Met%29_-_Central_Park%2C_NYC.jpg,manmade
J. Pierpont Morgan Library,J. Pierpont Morgan LibraryMore images,,,New York City,,manmade
Morris-Jumel Mansion,Morris-Jumel MansionMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/2014_Morris-Jumel_Mansion_from_southwest.jpg/330px-2014_Morris-Jumel_Mansion_from_southwest.jpg,manmade
National City Bank Building,National City Bank BuildingMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/National_City_Bank_Building_55_Wall_Street.jpg/330px-National_City_Bank_Building_55_Wall_Street.jpg,manmade
New York Amsterdam News Building,New York Amsterdam News BuildingMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/New_York_Amsterdam_News_Building_%2852009650404%29.jpg/330px-New_York_Amsterdam_News_Building_%2852009650404%29.jpg,manmade
New York Botanical Garden,New York Botanical GardenMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/The_New_York_Botanical_Garden_Visitor_Center.jpg/330px-The_New_York_Botanical_Garden_Visitor_Center.jpg,manmade
New York Cotton Exchange,New York Cotton ExchangeMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/New_York_Mercantile_Exchange.jpg/330px-New_York_Mercantile_Exchange.jpg,manmade
New York Life Building,New York Life BuildingMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/New_York_Life_Insurance_Building.jpg/330px-New_York_Life_Insurance_Building.jpg,manmade
New York Public Library,New York Public LibraryMore images,,,New York City,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/New_York_Public_Library_logo.svg/320px-New_York_Public_Library_logo.svg.png,manmade
New York Stock Exchange,New York Stock ExchangeMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/New_York_Stock_Exchange_Facade_2015.jpg/330px-New_York_Stock_Exchange_Facade_2015.jpg,manmade
"New York Studio School of Drawing, Painting and Sculpture","New York Studio School of Drawing, Painting and SculptureMore images",,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/NY_Studio_School_8_W8th_cloudy_jeh.jpg/330px-NY_Studio_School_8_W8th_cloudy_jeh.jpg,manmade
New York Yacht Club,New York Yacht ClubMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/New_York_Yacht_Club_Burgee.png/330px-New_York_Yacht_Club_Burgee.png,manmade
Old Merchant's House,Old Merchant's HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Merchant%27s_House_Museum_%2848072654706%29.jpg/330px-Merchant%27s_House_Museum_%2848072654706%29.jpg,manmade
Old Quaker Meeting House,Old Quaker Meeting HouseMore images,,,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Old-quaker-house-flushing.jpg/330px-Old-quaker-house-flushing.jpg,manmade
